575866abbaf639f449a4458243164d7841dfb76c,DELETE,regular-file,src/resources/images/main/bg.mp4,133,
6bd6409931058fe87af8361cb25dde1205c1a5d0,DELETE,regular-file,src/resources/images/main/loop.mp4,132,
